Loi,Groupe,Député,Vote
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Valérie Lacroute,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Marc Laffineur,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jacques Lamblin,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-François Lamour,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Guillaume Larrivé,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Thierry Lazaro,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Isabelle Le Callennec,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Marc Le Fur,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Bruno Le Maire,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Dominique Le Mèner,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Philippe Le Ray,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Alain Leboeuf,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Frédéric Lefebvre,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Pierre Lellouche,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean Leonetti,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Pierre Lequiller,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Céleste Lett,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Geneviève Levy,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Véronique Louwagie,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Lionnel Luca,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Gilles Lurton,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-François Mancel,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Laurent Marcangeli,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Thierry Mariani,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Hervé Mariton,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Alain Marleix,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Olivier Marleix,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Franck Marlin,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Alain Marsaud,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Patrice Martin-Lalande,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Philippe Armand Martin,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Alain Marty,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-Claude Mathis,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Gérard Menuel,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Damien Meslot,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Philippe Meunier,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-Claude Mignon,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Pierre Morange,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Yannick Moreau,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Pierre Morel-À-L'Huissier,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Alain Moyne-Bressand,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jacques Myard,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Dominique Nachury,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Yves Nicolin,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Patrick Ollier,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Bernard Perrut,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Édouard Philippe,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-Frédéric Poisson,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Bérengère Poletti,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Axel Poniatowski,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Josette Pons,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Christophe Priou,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Valérie Pécresse,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jacques Pélissard,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Didier Quentin,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Frédéric Reiss,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Franck Riester,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Arnaud Robinet,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Sophie Rohfritsch,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Martial Saddier,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Paul Salen,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. François Scellier,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Claudine Schmid,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. André Schneider,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-Marie Sermier,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Fernand Siré,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Thierry Solère,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Michel Sordi,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Éric Straumann,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Claude Sturni,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Alain Suguenot,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Michèle Tabarot,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Lionel Tardy,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-Charles Taugourdeau,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Guy Teissier,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Michel Terrot,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Dominique Tian,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-Marie Tétart,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. François Vannson,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Catherine Vautrin,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Patrice Verchère,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Arnaud Viala,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-Sébastien Vialatte,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-Pierre Vigier,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Philippe Vitel,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Michel Voisin,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Jean-Luc Warsmann,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Laurent Wauquiez,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,M. Éric Woerth,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Les Républicains,Mme Marie-Jo Zimmermann,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Thierry Benoit,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Charles de Courson,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Laurent Degallaix,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Stéphane Demilly,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Yannick Favennec-Bécot,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Philippe Folliot,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Jean-Christophe Fromantin,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Philippe Gomès,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Meyer Habib,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Francis Hillmeyer,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Yves Jégo,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Jean-Christophe Lagarde,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,Mme Sonia Lagarde,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Maurice Leroy,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Hervé Morin,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Bertrand Pancher,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Michel Piron,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Franck Reynier,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Arnaud Richard,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. François Rochebloine,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,Mme Maina Sage,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Rudy Salles,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. André Santini,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. François Sauvadet,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Jonas Tahuaitu,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Francis Vercamer,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Philippe Vigier,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. François-Xavier Villain,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Union des démocrates et indépendants,M. Michel Zumkeller,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Écologiste,Mme Laurence Abeille,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Écologiste,M. Éric Alauzet,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Écologiste,Mme Brigitte Allain,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Écologiste,Mme Danielle Auroi,Pour
Analyse du scrutin n°1191 - 14e législature - Assemblée nationale,Écologiste,M. Denis Baupin,Pour
